,box_office_revenue,box_office_revenue,box_office_revenue,box_office_revenue,box_office_revenue,box_office_revenue,box_office_revenue,box_office_revenue,box_office_inflation,box_office_inflation,box_office_inflation,box_office_inflation,box_office_inflation,box_office_inflation,box_office_inflation,box_office_inflation,budget,budget,budget,budget,budget,budget,budget,budget,budget_inflation,budget_inflation,budget_inflation,budget_inflation,budget_inflation,budget_inflation,budget_inflation,budget_inflation,runtime,runtime,runtime,runtime,runtime,runtime,runtime,runtime,a_age_at_release,a_age_at_release,a_age_at_release,a_age_at_release,a_age_at_release,a_age_at_release,a_age_at_release,a_age_at_release,a_height,a_height,a_height,a_height,a_height,a_height,a_height,a_height
29782,25.0,46189568.0,0.0,46189568.0,46189568.0,46189568.0,46189568.0,46189568.0,25.0,84474529.51752576,4.562530187486071e-08,84474529.51752578,84474529.51752578,84474529.51752578,84474529.51752578,84474529.51752578,25.0,15000000.0,0.0,15000000.0,15000000.0,15000000.0,15000000.0,15000000.0,25.0,27432989.69072165,7.604216979143453e-09,27432989.69072165,27432989.69072165,27432989.69072165,27432989.69072165,27432989.69072165,25.0,117.0,0.0,117.0,117.0,117.0,117.0,117.0,23.0,42.0,11.445523142259598,22.0,35.5,40.0,47.5,67.0,17.0,1.8082352941176467,0.11341325397179373,1.6,1.74,1.842,1.88,2.06
29785,19.0,335062320.0,0.0,335062320.0,335062320.0,335062320.0,335062320.0,335062320.0,19.0,636403164.5396144,2.4495180459693976e-07,636403164.5396146,636403164.5396146,636403164.5396146,636403164.5396146,636403164.5396146,19.0,75000000.0,0.0,75000000.0,75000000.0,75000000.0,75000000.0,75000000.0,19.0,142451820.12847963,0.0,142451820.12847966,142451820.12847966,142451820.12847966,142451820.12847966,142451820.12847966,19.0,136.0,0.0,136.0,136.0,136.0,136.0,136.0,18.0,36.55555555555556,10.39922068472793,23.0,30.25,34.0,41.75,65.0,12.0,1.8159166666666666,0.10070700827227226,1.63,1.7725,1.83,1.8824999999999998,1.96
29942,14.0,104901839.0,0.0,104901839.0,104901839.0,104901839.0,104901839.0,104901839.0,14.0,935155087.3668344,3.711279785605222e-07,935155087.3668342,935155087.3668342,935155087.3668342,935155087.3668342,935155087.3668342,14.0,3000000.0,0.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,14.0,26743718.592964824,0.0,26743718.592964824,26743718.592964824,26743718.592964824,26743718.592964824,26743718.592964824,14.0,106.0,0.0,106.0,106.0,106.0,106.0,106.0,13.0,37.84615384615385,9.476692055126213,20.0,30.0,40.0,44.0,53.0,6.0,1.6966666666666665,0.05085928299402845,1.65,1.66,1.68,1.7225,1.78
29943,13.0,51525171.0,0.0,51525171.0,51525171.0,51525171.0,51525171.0,51525171.0,13.0,142709841.30210775,6.203848121959366e-08,142709841.3021077,142709841.3021077,142709841.3021077,142709841.3021077,142709841.3021077,13.0,1000000.0,0.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,13.0,2769711.1631537857,0.0,2769711.1631537857,2769711.1631537857,2769711.1631537857,2769711.1631537857,2769711.1631537857,13.0,93.0,0.0,93.0,93.0,93.0,93.0,93.0,7.0,24.857142857142858,9.906707684334748,16.0,19.0,22.0,26.5,45.0,7.0,1.7642857142857142,0.09502581102997631,1.638,1.69,1.78,1.836,1.88
30000,11.0,28262574.0,0.0,28262574.0,28262574.0,28262574.0,28262574.0,28262574.0,11.0,148117596.08862633,3.1256939416234244e-08,148117596.0886263,148117596.0886263,148117596.0886263,148117596.0886263,148117596.0886263,11.0,1300000.0,0.0,1300000.0,1300000.0,1300000.0,1300000.0,1300000.0,11.0,6812998.522895127,9.767793567573201e-10,6812998.522895126,6812998.522895126,6812998.522895126,6812998.522895126,6812998.522895126,11.0,114.0,0.0,114.0,114.0,114.0,114.0,114.0,10.0,32.5,9.324400487132909,13.0,28.75,32.5,39.0,46.0,7.0,1.7138571428571427,0.07312643974976624,1.6,1.67,1.727,1.775,1.78
30006,12.0,272742922.0,0.0,272742922.0,272742922.0,272742922.0,272742922.0,272742922.0,12.0,596972169.8062924,1.2451004215886438e-07,596972169.8062923,596972169.8062923,596972169.8062923,596972169.8062923,596972169.8062923,12.0,19000000.0,0.0,19000000.0,19000000.0,19000000.0,19000000.0,19000000.0,12.0,41586674.89204194,7.781877634929024e-09,41586674.892041944,41586674.892041944,41586674.892041944,41586674.892041944,41586674.892041944,12.0,118.0,0.0,118.0,118.0,118.0,118.0,118.0,11.0,40.45454545454545,11.237113831973373,23.0,31.0,41.0,51.0,54.0,8.0,1.7666250000000001,0.09211628908225576,1.6,1.7225,1.7965,1.8225,1.88
30007,12.0,463517383.0,0.0,463517383.0,463517383.0,463517383.0,463517383.0,463517383.0,12.0,829329135.0902673,0.0,829329135.0902673,829329135.0902673,829329135.0902673,829329135.0902673,829329135.0902673,12.0,63000000.0,0.0,63000000.0,63000000.0,63000000.0,63000000.0,63000000.0,12.0,112720121.0287443,3.1127510539716095e-08,112720121.02874433,112720121.02874433,112720121.02874433,112720121.02874433,112720121.02874433,12.0,135.0,0.0,135.0,135.0,135.0,135.0,135.0,12.0,35.0,12.262285119978102,18.0,29.0,32.5,38.5,65.0,7.0,1.8114285714285714,0.05429197958832453,1.73,1.775,1.82,1.85,1.88
30086,3.0,1430000.0,0.0,1430000.0,1430000.0,1430000.0,1430000.0,1430000.0,3.0,15145194.029850744,0.0,15145194.029850744,15145194.029850744,15145194.029850744,15145194.029850744,15145194.029850744,3.0,750000.0,0.0,750000.0,750000.0,750000.0,750000.0,750000.0,3.0,7943283.582089552,0.0,7943283.582089552,7943283.582089552,7943283.582089552,7943283.582089552,7943283.582089552,3.0,78.0,0.0,78.0,78.0,78.0,78.0,78.0,2.0,36.0,15.556349186104045,25.0,30.5,36.0,41.5,47.0,1.0,1.27,,1.27,1.27,1.27,1.27,1.27
30275,10.0,42000000.0,0.0,42000000.0,42000000.0,42000000.0,42000000.0,42000000.0,10.0,359942028.9855072,6.282881220516323e-08,359942028.98550725,359942028.98550725,359942028.98550725,359942028.98550725,359942028.98550725,10.0,114000.0,0.0,114000.0,114000.0,114000.0,114000.0,114000.0,10.0,976985.507246377,0.0,976985.507246377,976985.507246377,976985.507246377,976985.507246377,976985.507246377,10.0,96.0,0.0,96.0,96.0,96.0,96.0,96.0,9.0,27.0,9.16515138991168,10.0,23.0,28.0,32.0,41.0,0.0,,,,,,,
30327,15.0,78371200.0,0.0,78371200.0,78371200.0,78371200.0,78371200.0,78371200.0,15.0,224786594.66451085,6.16966688044984e-08,224786594.6645109,224786594.6645109,224786594.6645109,224786594.6645109,224786594.6645109,15.0,6400000.0,0.0,6400000.0,6400000.0,6400000.0,6400000.0,6400000.0,15.0,18356669.36135813,3.85604180028115e-09,18356669.361358125,18356669.361358125,18356669.361358125,18356669.361358125,18356669.361358125,15.0,107.0,0.0,107.0,107.0,107.0,107.0,107.0,12.0,35.416666666666664,9.699656351300975,25.0,27.75,33.0,43.25,55.0,12.0,1.7841666666666667,0.10361276977576685,1.65,1.6724999999999999,1.8,1.8575,1.93
30575,9.0,168839459.0,0.0,168839459.0,168839459.0,168839459.0,168839459.0,168839459.0,9.0,330232855.86108047,0.0,330232855.86108047,330232855.86108047,330232855.86108047,330232855.86108047,330232855.86108047,9.0,29500000.0,0.0,29500000.0,29500000.0,29500000.0,29500000.0,29500000.0,9.0,57699007.71775082,1.580506819158526e-08,57699007.71775082,57699007.71775082,57699007.71775082,57699007.71775082,57699007.71775082,9.0,131.0,0.0,131.0,131.0,131.0,131.0,131.0,7.0,39.42857142857143,12.985339719046538,25.0,33.0,37.0,41.0,66.0,7.0,1.7970000000000002,0.07154951665338716,1.715,1.7525,1.8,1.8145,1.93
30582,16.0,672806292.0,0.0,672806292.0,672806292.0,672806292.0,672806292.0,672806292.0,16.0,1203790581.9546142,2.4623764967647657e-07,1203790581.9546142,1203790581.9546142,1203790581.9546142,1203790581.9546142,1203790581.9546142,16.0,40000000.0,0.0,40000000.0,40000000.0,40000000.0,40000000.0,40000000.0,16.0,71568330.81190115,3.077970620955957e-08,71568330.81190115,71568330.81190115,71568330.81190115,71568330.81190115,71568330.81190115,16.0,106.0,0.0,106.0,106.0,106.0,106.0,106.0,12.0,25.333333333333332,10.438855156083783,11.0,14.5,27.5,31.5,44.0,8.0,1.75825,0.06473186453142141,1.626,1.7375,1.7650000000000001,1.8,1.84
30625,17.0,28341469.0,0.0,28341469.0,28341469.0,28341469.0,28341469.0,28341469.0,17.0,57004269.84807255,1.5359765386647212e-08,57004269.84807255,57004269.84807255,57004269.84807255,57004269.84807255,57004269.84807255,17.0,25000000.0,0.0,25000000.0,25000000.0,25000000.0,25000000.0,25000000.0,17.0,50283446.71201813,0.0,50283446.71201813,50283446.71201813,50283446.71201813,50283446.71201813,50283446.71201813,17.0,142.0,0.0,142.0,142.0,142.0,142.0,142.0,15.0,44.733333333333334,11.828939492778275,27.0,35.0,46.0,50.0,72.0,10.0,1.8133999999999997,0.08622992520001393,1.69,1.752,1.7970000000000002,1.8725,1.956
30809,13.0,19629760.0,0.0,19629760.0,19629760.0,19629760.0,19629760.0,19629760.0,13.0,60614785.448215835,0.0,60614785.448215835,60614785.448215835,60614785.448215835,60614785.448215835,60614785.448215835,13.0,15000000.0,0.0,15000000.0,15000000.0,15000000.0,15000000.0,15000000.0,13.0,46318537.85900783,0.0,46318537.85900783,46318537.85900783,46318537.85900783,46318537.85900783,46318537.85900783,13.0,108.0,0.0,108.0,108.0,108.0,108.0,108.0,13.0,36.46153846153846,9.216067351961867,25.0,30.0,37.0,39.0,53.0,9.0,1.7982222222222224,0.08951784427947561,1.594,1.78,1.85,1.85,1.88
31079,18.0,94728529.0,0.0,94728529.0,94728529.0,94728529.0,94728529.0,94728529.0,18.0,159438719.5882353,3.0666336740703974e-08,159438719.5882353,159438719.5882353,159438719.5882353,159438719.5882353,159438719.5882353,18.0,35000000.0,0.0,35000000.0,35000000.0,35000000.0,35000000.0,35000000.0,18.0,58908918.40607211,7.666584185175994e-09,58908918.4060721,58908918.4060721,58908918.4060721,58908918.4060721,58908918.4060721,18.0,103.0,0.0,103.0,103.0,103.0,103.0,103.0,17.0,41.05882352941177,15.72208076335355,23.0,27.0,36.0,55.0,65.0,12.0,1.7578500000000004,0.0688010108276695,1.65,1.7,1.7650000000000001,1.8050000000000002,1.867
31153,16.0,30857814.0,0.0,30857814.0,30857814.0,30857814.0,30857814.0,30857814.0,16.0,80978937.92307693,3.077970620955957e-08,80978937.92307693,80978937.92307693,80978937.92307693,80978937.92307693,80978937.92307693,16.0,16000000.0,0.0,16000000.0,16000000.0,16000000.0,16000000.0,16000000.0,16.0,41988165.68047337,0.0,41988165.68047337,41988165.68047337,41988165.68047337,41988165.68047337,41988165.68047337,16.0,98.0,0.0,98.0,98.0,98.0,98.0,98.0,15.0,39.13333333333333,15.004126416549866,11.0,34.0,39.0,44.0,73.0,12.0,1.7855,0.17666172091419144,1.575,1.6789999999999998,1.79,1.85,2.24
31176,7.0,25150385.0,0.0,25150385.0,25150385.0,25150385.0,25150385.0,25150385.0,7.0,250656084.2134831,0.0,250656084.2134831,250656084.2134831,250656084.2134831,250656084.2134831,250656084.2134831,0.0,,,,,,,,0.0,,,,,,,,7.0,129.0,0.0,129.0,129.0,129.0,129.0,129.0,6.0,21.833333333333332,16.326869469272626,-2.0,14.0,20.0,35.75,40.0,5.0,1.7109999999999999,0.09058145505565703,1.63,1.63,1.715,1.73,1.85
31193,15.0,2437000.0,0.0,2437000.0,2437000.0,2437000.0,2437000.0,2437000.0,15.0,17938746.887966804,3.85604180028115e-09,17938746.8879668,17938746.8879668,17938746.8879668,17938746.8879668,17938746.8879668,15.0,777000.0,0.0,777000.0,777000.0,777000.0,777000.0,777000.0,15.0,5719493.775933609,0.0,5719493.775933609,5719493.775933609,5719493.775933609,5719493.775933609,5719493.775933609,15.0,81.0,0.0,81.0,81.0,81.0,81.0,81.0,8.0,35.25,8.74642784226795,26.0,29.75,32.5,40.75,51.0,4.0,1.825,0.1223383286900171,1.7,1.73,1.835,1.93,1.93
31351,20.0,6203044.0,0.0,6203044.0,6203044.0,6203044.0,6203044.0,6203044.0,20.0,11098537.625819467,1.911033600727383e-09,11098537.625819465,11098537.625819465,11098537.625819465,11098537.625819465,11098537.625819465,20.0,10000000.0,0.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,20.0,17892082.702975284,7.644134402909532e-09,17892082.702975288,17892082.702975288,17892082.702975288,17892082.702975288,17892082.702975288,20.0,110.0,0.0,110.0,110.0,110.0,110.0,110.0,7.0,63.714285714285715,18.86543829082065,33.0,51.0,72.0,77.5,84.0,5.0,1.7594,0.12184744560309826,1.57,1.727,1.78,1.83,1.89
31556,13.0,4905000.0,0.0,4905000.0,4905000.0,4905000.0,4905000.0,4905000.0,13.0,49440170.45454545,7.754810152449208e-09,49440170.454545446,49440170.454545446,49440170.454545446,49440170.454545446,49440170.454545446,13.0,2000000.0,0.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,13.0,20159090.909090906,0.0,20159090.909090906,20159090.909090906,20159090.909090906,20159090.909090906,20159090.909090906,13.0,128.0,0.0,128.0,128.0,128.0,128.0,128.0,11.0,35.0,7.127411872482185,25.0,28.5,38.0,40.0,44.0,8.0,1.7835,0.058500305249508874,1.73,1.7475,1.759,1.8025,1.88
32252,9.0,248118121.0,0.0,248118121.0,248118121.0,248118121.0,248118121.0,248118121.0,9.0,429425899.1746341,6.322027276634104e-08,429425899.1746341,429425899.1746341,429425899.1746341,429425899.1746341,429425899.1746341,9.0,75000000.0,0.0,75000000.0,75000000.0,75000000.0,75000000.0,75000000.0,9.0,129804878.04878047,0.0,129804878.04878047,129804878.04878047,129804878.04878047,129804878.04878047,129804878.04878047,9.0,107.0,0.0,107.0,107.0,107.0,107.0,107.0,8.0,35.0,12.421180068162375,12.0,28.75,35.0,44.5,51.0,6.0,1.8090000000000002,0.07187489130426565,1.68,1.8,1.815,1.848,1.89
32260,16.0,127666415.0,0.0,127666415.0,127666415.0,127666415.0,127666415.0,127666415.0,16.0,220956312.39999998,9.233911862867873e-08,220956312.39999998,220956312.39999998,220956312.39999998,220956312.39999998,220956312.39999998,16.0,62000000.0,0.0,62000000.0,62000000.0,62000000.0,62000000.0,62000000.0,16.0,107305365.85365853,1.5389853104779786e-08,107305365.85365853,107305365.85365853,107305365.85365853,107305365.85365853,107305365.85365853,16.0,117.0,0.0,117.0,117.0,117.0,117.0,117.0,16.0,34.8125,11.267763753291955,18.0,29.0,33.5,41.75,60.0,14.0,1.7972142857142859,0.06361685622226547,1.708,1.75475,1.7890000000000001,1.83,1.9
33270,15.0,92823546.0,0.0,92823546.0,92823546.0,92823546.0,92823546.0,92823546.0,15.0,223128686.45528457,3.08483344022492e-08,223128686.45528454,223128686.45528454,223128686.45528454,223128686.45528454,223128686.45528454,15.0,16000000.0,0.0,16000000.0,16000000.0,16000000.0,16000000.0,16000000.0,15.0,38460704.60704606,7.7120836005623e-09,38460704.60704607,38460704.60704607,38460704.60704607,38460704.60704607,38460704.60704607,15.0,89.0,0.0,89.0,89.0,89.0,89.0,89.0,13.0,36.30769230769231,12.432381210536562,27.0,31.0,33.0,38.0,75.0,6.0,1.6814999999999998,0.07052304587863457,1.55,1.67475,1.6945000000000001,1.7225,1.75
34130,15.0,79567667.0,0.0,79567667.0,79567667.0,79567667.0,79567667.0,79567667.0,15.0,238032110.04721746,3.08483344022492e-08,238032110.04721752,238032110.04721752,238032110.04721752,238032110.04721752,238032110.04721752,15.0,12000000.0,0.0,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,15.0,35898819.56155144,7.7120836005623e-09,35898819.56155143,35898819.56155143,35898819.56155143,35898819.56155143,35898819.56155143,15.0,114.0,0.0,114.0,114.0,114.0,114.0,114.0,14.0,37.357142857142854,12.376200130505714,20.0,26.75,36.0,48.75,58.0,11.0,1.8045454545454547,0.08262731223556004,1.65,1.7650000000000001,1.85,1.865,1.88
37599,31.0,207515725.0,0.0,207515725.0,207515725.0,207515725.0,207515725.0,207515725.0,31.0,349272197.4857687,1.2117982452692117e-07,349272197.4857685,349272197.4857685,349272197.4857685,349272197.4857685,349272197.4857685,0.0,,,,,,,,0.0,,,,,,,,31.0,143.0,0.0,143.0,143.0,143.0,143.0,143.0,26.0,41.07692307692308,12.911771611744308,18.0,33.25,41.0,46.75,68.0,23.0,1.7585652173913044,0.09012507777676965,1.57,1.705,1.75,1.83,1.93
38088,1.0,589244.0,,589244.0,589244.0,589244.0,589244.0,589244.0,1.0,1484827.9204545452,,1484827.9204545452,1484827.9204545452,1484827.9204545452,1484827.9204545452,1484827.9204545452,1.0,2500000.0,,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,1.0,6299715.909090908,,6299715.909090908,6299715.909090908,6299715.909090908,6299715.909090908,6299715.909090908,1.0,97.0,,97.0,97.0,97.0,97.0,97.0,0.0,,,,,,,,0.0,,,,,,,
39311,28.0,205400000.0,0.0,205400000.0,205400000.0,205400000.0,205400000.0,205400000.0,28.0,449573843.30660075,1.8209519763612112e-07,449573843.3066008,449573843.3066008,449573843.3066008,449573843.3066008,449573843.3066008,28.0,40000000.0,0.0,40000000.0,40000000.0,40000000.0,40000000.0,40000000.0,28.0,87550894.50956199,1.5174599803010094e-08,87550894.50956199,87550894.50956199,87550894.50956199,87550894.50956199,87550894.50956199,28.0,206.0,0.0,206.0,206.0,206.0,206.0,206.0,26.0,44.92307692307692,12.211218045463204,31.0,36.0,41.5,51.75,71.0,20.0,1.7786300000000002,0.10202446094725984,1.57,1.7,1.775,1.8575,1.93
41528,24.0,677387716.0,0.0,677387716.0,677387716.0,677387716.0,677387716.0,677387716.0,24.0,1362455564.834467,9.741857880692467e-07,1362455564.834467,1362455564.834467,1362455564.834467,1362455564.834467,1362455564.834467,24.0,55000000.0,0.0,55000000.0,55000000.0,55000000.0,55000000.0,55000000.0,24.0,110623582.76643987,1.522165293858198e-08,110623582.76643988,110623582.76643988,110623582.76643988,110623582.76643988,110623582.76643988,24.0,136.0,0.0,136.0,136.0,136.0,136.0,136.0,15.0,34.666666666666664,17.224014243685083,6.0,28.5,37.0,45.0,65.0,11.0,1.754181818181818,0.10352856434995919,1.59,1.665,1.78,1.84,1.89
41881,11.0,2900000.0,0.0,2900000.0,2900000.0,2900000.0,2900000.0,2900000.0,11.0,35850871.080139376,7.814234854058561e-09,35850871.08013937,35850871.08013937,35850871.08013937,35850871.08013937,35850871.08013937,11.0,1400000.0,0.0,1400000.0,1400000.0,1400000.0,1400000.0,1400000.0,11.0,17307317.073170725,3.9071174270292805e-09,17307317.07317073,17307317.07317073,17307317.07317073,17307317.07317073,17307317.07317073,11.0,139.0,0.0,139.0,139.0,139.0,139.0,139.0,9.0,34.22222222222222,8.685876147196922,23.0,26.0,34.0,41.0,47.0,5.0,1.6940000000000002,0.11907980517283354,1.6,1.63,1.66,1.68,1.9
42093,9.0,7800000.0,0.0,7800000.0,7800000.0,7800000.0,7800000.0,7800000.0,9.0,104431698.11320755,1.580506819158526e-08,104431698.11320755,104431698.11320755,104431698.11320755,104431698.11320755,104431698.11320755,9.0,2000000.0,0.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,9.0,26777358.490566038,3.951267047896315e-09,26777358.490566038,26777358.490566038,26777358.490566038,26777358.490566038,26777358.490566038,9.0,118.0,0.0,118.0,118.0,118.0,118.0,118.0,9.0,31.77777777777778,9.510228411791404,10.0,30.0,33.0,36.0,43.0,6.0,1.7191666666666665,0.09156509524194618,1.67,1.68,1.68,1.6949999999999998,1.905
42137,15.0,12000000.0,0.0,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,15.0,135161904.76190475,0.0,135161904.76190475,135161904.76190475,135161904.76190475,135161904.76190475,135161904.76190475,15.0,4000000.0,0.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,15.0,45053968.25396825,7.7120836005623e-09,45053968.253968254,45053968.253968254,45053968.253968254,45053968.253968254,45053968.253968254,15.0,152.0,0.0,152.0,152.0,152.0,152.0,152.0,11.0,36.63636363636363,6.917697988098747,28.0,31.0,36.0,41.0,48.0,7.0,1.7814285714285714,0.13409307357560413,1.63,1.66,1.77,1.91,1.93
42147,20.0,44785053.0,0.0,44785053.0,44785053.0,44785053.0,44785053.0,44785053.0,20.0,363609537.85812354,6.115307522327626e-08,363609537.8581235,363609537.8581235,363609537.8581235,363609537.8581235,363609537.8581235,20.0,3600000.0,0.0,3600000.0,3600000.0,3600000.0,3600000.0,3600000.0,20.0,29228375.28604118,7.644134402909532e-09,29228375.286041185,29228375.286041185,29228375.286041185,29228375.286041185,29228375.286041185,20.0,113.0,0.0,113.0,113.0,113.0,113.0,113.0,17.0,35.1764705882353,12.355339403055906,19.0,29.0,31.0,36.0,58.0,8.0,1.6902499999999998,0.09591923686101758,1.62,1.6425,1.65,1.69,1.892
42159,12.0,23650000.0,0.0,23650000.0,23650000.0,23650000.0,23650000.0,23650000.0,12.0,361681896.55172414,1.2451004215886438e-07,361681896.55172414,361681896.55172414,361681896.55172414,361681896.55172414,361681896.55172414,12.0,2100000.0,0.0,2100000.0,2100000.0,2100000.0,2100000.0,2100000.0,12.0,32115517.24137931,7.781877634929024e-09,32115517.24137931,32115517.24137931,32115517.24137931,32115517.24137931,32115517.24137931,12.0,168.0,0.0,168.0,168.0,168.0,168.0,168.0,9.0,32.666666666666664,7.842193570679061,22.0,27.0,31.0,40.0,44.0,5.0,1.6972,0.0803691483095348,1.6,1.65,1.676,1.78,1.78
42222,16.0,20837000.0,0.0,20837000.0,20837000.0,20837000.0,20837000.0,20837000.0,16.0,39576914.34689508,7.694926552389893e-09,39576914.34689508,39576914.34689508,39576914.34689508,39576914.34689508,39576914.34689508,0.0,,,,,,,,0.0,,,,,,,,16.0,113.0,0.0,113.0,113.0,113.0,113.0,113.0,16.0,29.625,9.18604013344887,14.0,25.0,28.0,32.25,58.0,14.0,1.7535,0.10428123955475846,1.6,1.6624999999999999,1.755,1.82425,1.93
42224,20.0,23631929.0,0.0,23631929.0,23631929.0,23631929.0,23631929.0,23631929.0,20.0,42282442.80988403,2.2932403208728598e-08,42282442.80988401,42282442.80988401,42282442.80988401,42282442.80988401,42282442.80988401,20.0,23000000.0,0.0,23000000.0,23000000.0,23000000.0,23000000.0,23000000.0,20.0,41151790.21684316,7.644134402909532e-09,41151790.216843165,41151790.216843165,41151790.216843165,41151790.216843165,41151790.216843165,20.0,114.0,0.0,114.0,114.0,114.0,114.0,114.0,17.0,34.11764705882353,16.69536744482274,14.0,18.0,36.0,49.0,70.0,13.0,1.6924615384615385,0.11255192533864494,1.52,1.613,1.63,1.78,1.87
42225,13.0,34633353.0,0.0,34633353.0,34633353.0,34633353.0,34633353.0,34633353.0,13.0,65781122.29336189,1.5509620304898416e-08,65781122.29336188,65781122.29336188,65781122.29336188,65781122.29336188,65781122.29336188,13.0,20000000.0,0.0,20000000.0,20000000.0,20000000.0,20000000.0,20000000.0,13.0,37987152.034261234,7.754810152449208e-09,37987152.03426124,37987152.03426124,37987152.03426124,37987152.03426124,37987152.03426124,13.0,101.0,0.0,101.0,101.0,101.0,101.0,101.0,13.0,33.23076923076923,17.350090519234794,14.0,20.0,28.0,51.0,61.0,13.0,1.734015384615384,0.10868371425190501,1.6,1.65,1.7018,1.83,1.9304
